year,id,country,date,tournament_stage,mp,fg,fga,x3p,x3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,results,mov,fg_p,x3P_p,ft_p,tsa,ts_p,efg_p,tov_p
2008,2008081829,germany,2008-08-18,Group B,199,22,73,7,30,6,9,15,38,9,6,3,18,14,57,L,49,0.3013698630136986,0.23333333333333334,0.6666666666666666,76.96,0.37032224532224534,0.3493150684931507,18.95534962089301
2008,2008081829,united states,2008-08-18,Group B,199,42,77,11,26,11,18,17,53,20,14,2,13,15,106,W,49,0.5454545454545454,0.4230769230769231,0.6111111111111112,84.92,0.6241168158266603,0.6168831168831169,13.276143790849673
2008,2008082030,argentina,2008-08-20,Quarter-Finals,201,31,63,14,32,4,5,9,28,11,9,6,13,17,80,W,2,0.49206349206349204,0.4375,0.8,65.2,0.6134969325153374,0.6031746031746031,16.624040920716112
2008,2008082030,greece,2008-08-20,Quarter-Finals,199,28,56,8,19,14,18,10,33,14,9,0,13,13,78,L,2,0.5,0.42105263157894735,0.7777777777777778,63.92,0.6101376720901126,0.5714285714285714,16.900676027041083
2008,2008082031,australia,2008-08-20,Quarter-Finals,201,30,70,10,27,15,25,8,28,11,6,1,11,28,85,L,31,0.42857142857142855,0.37037037037037035,0.6,81,0.5246913580246914,0.5,11.956521739130435
2008,2008082031,united states,2008-08-20,Quarter-Finals,200,43,76,12,29,18,31,19,57,16,10,3,13,23,116,W,31,0.5657894736842105,0.41379310344827586,0.5806451612903226,89.64,0.6470325747434181,0.6447368421052632,12.665627435697584
2008,2008082032,china,2008-08-20,Quarter-Finals,201,20,55,4,21,24,27,11,31,9,3,0,15,15,68,L,26,0.36363636363636365,0.19047619047619047,0.8888888888888888,66.88,0.5083732057416268,0.4,18.319491939423546
2008,2008082032,lithuania,2008-08-20,Quarter-Finals,200,34,63,13,31,13,13,9,31,15,12,5,10,25,94,W,26,0.5396825396825397,0.41935483870967744,1,68.72,0.6839348079161817,0.6428571428571429,12.703252032520325
2008,2008082033,croatia,2008-08-20,Quarter-Finals,200,20,53,5,19,14,20,8,29,7,12,3,14,25,59,L,13,0.37735849056603776,0.2631578947368421,0.7,61.8,0.47734627831715215,0.42452830188679247,18.469656992084435
2008,2008082033,spain,2008-08-20,Quarter-Finals,200,26,53,6,20,14,22,11,36,9,4,3,16,20,72,W,13,0.49056603773584906,0.3,0.6363636363636364,62.68,0.574345883854499,0.5471698113207547,20.335536349771225
2008,2008082234,argentina,2008-08-22,Semi-Finals,201,30,68,6,23,15,16,9,32,7,7,3,16,29,81,L,20,0.4411764705882353,0.2608695652173913,0.9375,75.04,0.5397121535181236,0.4852941176470588,17.57469244288225
2008,2008082234,united states,2008-08-22,Semi-Finals,200,32,68,10,31,27,36,16,43,15,8,4,15,21,101,W,20,0.47058823529411764,0.3225806451612903,0.75,83.84,0.6023377862595419,0.5441176470588235,15.17604208822339
2008,2008082235,lithuania,2008-08-22,Semi-Finals,199,26,57,12,31,22,26,12,34,15,7,2,18,34,86,L,5,0.45614035087719296,0.3870967741935484,0.8461538461538461,68.44,0.6282875511396844,0.5614035087719298,20.82369273484498
2008,2008082235,spain,2008-08-22,Semi-Finals,201,26,61,4,16,35,44,14,33,14,7,1,11,22,91,W,5,0.4262295081967213,0.25,0.7954545454545454,80.36,0.5662020905923345,0.45901639344262296,12.040280210157619
2008,2008082436,argentina,2008-08-24,Final Round,200,32,63,11,23,12,16,6,33,19,12,3,13,23,87,W,12,0.5079365079365079,0.4782608695652174,0.75,70.04,0.6210736721873215,0.5952380952380952,15.655105973025046
2008,2008082436,lithuania,2008-08-24,Final Round,201,26,62,6,23,17,25,11,36,8,4,1,16,18,75,L,12,0.41935483870967744,0.2608695652173913,0.68,73,0.5136986301369864,0.46774193548387094,17.97752808988764
2008,2008082437,spain,2008-08-24,Final Round,201,38,74,8,17,23,28,15,37,16,7,1,14,28,107,L,11,0.5135135135135135,0.47058823529411764,0.8214285714285714,86.32,0.6197868396663578,0.5675675675675675,13.955342902711324
2008,2008082437,united states,2008-08-24,Final Round,198,39,65,13,28,27,37,8,31,17,10,3,13,26,118,W,11,0.6,0.4642857142857143,0.7297297297297297,81.28,0.7258858267716536,0.7,13.788714467543487
2010,201008280,argentina,2010-08-28,Group Play,200,23,52,7,18,25,34,4,28,11,8,2,11,18,78,W,4,0.4423076923076923,0.3888888888888889,0.7352941176470589,66.96000000000001,0.582437275985663,0.5096153846153846,14.109799897383272
2010,201008280,germany,2010-08-28,Group Play,201,26,56,10,21,12,15,6,34,17,6,3,18,27,74,L,4,0.4642857142857143,0.47619047619047616,0.8,62.6,0.5910543130990416,0.5535714285714286,22.332506203473947
2010,201008281,brazil,2010-08-28,Group Play,201,30,64,6,21,15,18,10,34,16,7,2,13,20,81,W,16,0.46875,0.2857142857142857,0.8333333333333334,71.92,0.5631256952169077,0.515625,15.308525671219972
2010,201008281,iran,2010-08-28,Group Play,200,26,62,5,15,8,13,9,30,7,6,7,16,19,65,L,16,0.41935483870967744,0.3333333333333333,0.6153846153846154,67.72,0.47991730655640874,0.4596774193548387,19.111323459149546
2010,201008282,china,2010-08-28,Group Play,200,25,60,7,17,24,35,7,31,10,6,2,10,20,81,L,8,0.4166666666666667,0.4117647058823529,0.6857142857142857,75.4,0.5371352785145889,0.475,11.709601873536299
2010,201008282,greece,2010-08-28,Group Play,200,29,68,13,39,18,22,12,36,13,2,3,10,23,89,W,8,0.4264705882352941,0.3333333333333333,0.8181818181818182,77.68,0.5728630278063851,0.5220588235294118,11.405109489051094
2010,201008283,croatia,2010-08-28,Group Play,201,31,71,8,24,8,19,14,37,9,4,2,12,25,78,L,28,0.43661971830985913,0.3333333333333333,0.42105263157894735,79.36,0.49143145161290325,0.49295774647887325,13.134851138353765
2010,201008283,united states,2010-08-28,Group Play,200,41,74,12,30,12,22,14,38,22,8,3,7,21,106,W,28,0.5540540540540541,0.4,0.5454545454545454,83.68,0.6333652007648183,0.6351351351351351,7.719453021614468
2010,201008284,australia,2010-08-28,Group Play,201,30,58,4,19,12,16,9,33,11,3,3,13,14,76,W,1,0.5172413793103449,0.21052631578947367,0.75,65.04,0.5842558425584256,0.5517241379310345,16.65812403895438
2010,201008284,jordan,2010-08-28,Group Play,201,29,70,9,25,8,12,16,35,16,5,1,8,20,75,L,1,0.4142857142857143,0.36,0.6666666666666666,75.28,0.4981402763018066,0.4785714285714286,9.606147934678194
2010,201008285,canada,2010-08-28,Group Play,200,27,63,10,30,7,11,9,33,17,3,4,13,26,71,L,10,0.42857142857142855,0.3333333333333333,0.6363636363636364,67.84,0.5232900943396226,0.5079365079365079,16.081147946561106
2010,201008285,lebanon,2010-08-28,Group Play,202,25,60,9,21,22,32,10,34,10,8,2,9,11,81,W,10,0.4166666666666667,0.42857142857142855,0.6875,74.08,0.5467062634989202,0.49166666666666664,10.832932113625422
2010,201008286,lithuania,2010-08-28,Group Play,200,32,58,4,16,24,38,10,32,18,4,3,13,23,92,W,13,0.5517241379310345,0.25,0.631578947368421,74.72,0.6156316916488223,0.5862068965517241,14.819881440948473
2010,201008286,new zealand,2010-08-28,Group Play,202,26,65,4,25,23,32,13,37,13,9,2,10,28,79,L,13,0.4,0.16,0.71875,79.08,0.49949418310571575,0.4307692307692308,11.22586439155815
2010,201008287,puerto-rico,2010-08-28,Group Play,200,24,62,4,21,14,19,6,31,10,4,3,11,26,66,L,9,0.3870967741935484,0.19047619047619047,0.7368421052631579,70.36,0.46901648664013645,0.41935483870967744,13.52015732546706
2010,201008287,russia,2010-08-28,Group Play,200,22,57,6,22,25,32,9,37,21,2,3,8,19,75,W,9,0.38596491228070173,0.2727272727272727,0.78125,71.08,0.5275745638716939,0.43859649122807015,10.116337885685383
2010,201008288,angola,2010-08-28,Group Play,200,18,55,2,11,6,11,6,23,5,5,3,15,17,44,L,50,0.32727272727272727,0.18181818181818182,0.5454545454545454,59.84,0.3676470588235294,0.34545454545454546,20.042757883484768
2010,201008288,serbia,2010-08-28,Group Play,200,34,71,11,30,15,22,19,48,26,5,5,8,13,94,W,50,0.4788732394366197,0.36666666666666664,0.6818181818181818,80.68,0.5825483391175011,0.5563380281690141,9.021199819576003
2010,201008289,slovenia,2010-08-28,Group Play,200,31,57,9,25,9,12,9,35,17,6,2,12,20,80,W,24,0.543859649122807,0.36,0.75,62.28,0.6422607578676943,0.6228070175438597,16.15508885298869
2010,201008289,tunisia,2010-08-28,Group Play,200,21,62,5,20,9,15,14,32,5,3,3,9,15,56,L,24,0.3387096774193548,0.25,0.6,68.6,0.40816326530612246,0.3790322580645161,11.597938144329898
2010,2010082810,france,2010-08-28,Group Play,201,23,49,6,18,20,27,3,31,15,8,5,18,28,72,W,6,0.46938775510204084,0.3333333333333333,0.7407407407407407,60.88,0.5913272010512484,0.5306122448979592,22.81947261663286
2010,2010082810,spain,2010-08-28,Group Play,200,20,55,9,24,17,32,8,31,9,9,0,13,23,66,L,6,0.36363636363636365,0.375,0.53125,69.08,0.47770700636942676,0.44545454545454544,15.838206627680313
2010,2010082811,ivory coast,2010-08-28,Group Play,200,17,61,5,20,8,12,9,36,7,5,7,20,20,47,L,39,0.2786885245901639,0.25,0.6666666666666666,66.28,0.3545564272782136,0.319672131147541,23.180343069077423
2010,2010082811,turkey,2010-08-28,Group Play,201,29,67,12,23,16,26,13,44,21,15,4,12,13,86,W,39,0.43283582089552236,0.5217391304347826,0.6153846153846154,78.44,0.5481896991330953,0.5223880597014925,13.268465280849183
2010,2010082912,angola,2010-08-29,Group Play,200,27,69,10,32,15,27,15,32,15,11,2,8,21,79,W,14,0.391304347826087,0.3125,0.5555555555555556,80.88,0.48837784371909004,0.463768115942029,9.000900090009
2010,2010082912,jordan,2010-08-29,Group Play,201,22,57,10,28,11,17,14,43,11,4,0,23,22,65,L,14,0.38596491228070173,0.35714285714285715,0.6470588235294118,64.48,0.5040322580645161,0.47368421052631576,26.29172382258802
2010,2010082913,argentina,2010-08-29,Group Play,200,26,57,9,26,13,21,11,40,16,2,1,14,22,74,W,2,0.45614035087719296,0.34615384615384615,0.6190476190476191,66.24,0.5585748792270532,0.5350877192982456,17.447657028913262
2010,2010082913,australia,2010-08-29,Group Play,200,26,67,9,32,11,18,9,32,12,6,0,6,21,72,L,2,0.3880597014925373,0.28125,0.6111111111111112,74.92,0.48051254671649757,0.4552238805970149,7.414730598121602
2010,2010082914,canada,2010-08-29,Group Play,200,23,62,8,26,14,20,9,34,10,9,5,10,22,68,L,2,0.3709677419354839,0.3076923076923077,0.7,70.8,0.480225988700565,0.43548387096774194,12.376237623762377
2010,2010082914,lithuania,2010-08-29,Group Play,201,22,61,9,30,17,26,13,40,14,4,2,12,17,70,W,2,0.36065573770491804,0.3,0.6538461538461539,72.44,0.4831584759801215,0.4344262295081967,14.211274277593558
2010,2010082915,france,2010-08-29,Group Play,200,33,59,8,21,12,13,9,37,24,8,4,13,19,86,W,27,0.559322033898305,0.38095238095238093,0.9230769230769231,64.72,0.6644004944375773,0.6271186440677966,16.726711271230055
2010,2010082915,lebanon,2010-08-29,Group Play,200,21,55,5,18,12,20,8,25,11,7,0,16,12,59,L,27,0.38181818181818183,0.2777777777777778,0.6,63.8,0.46238244514106586,0.42727272727272725,20.05012531328321
2010,2010082916,germany,2010-08-29,Group Play,250,32,65,8,21,10,12,3,25,13,10,3,10,23,82,W,1,0.49230769230769234,0.38095238095238093,0.8333333333333334,70.28,0.5833807626636311,0.5538461538461539,12.456402590931738
2010,2010082916,serbia,2010-08-29,Group Play,250,27,65,7,24,20,25,10,37,16,5,3,15,18,81,L,1,0.4153846153846154,0.2916666666666667,0.8,76,0.5328947368421053,0.46923076923076923,16.483516483516482
2010,2010082917,greece,2010-08-29,Group Play,200,26,59,11,30,20,33,8,31,14,8,5,7,20,83,W,3,0.4406779661016949,0.36666666666666664,0.6060606060606061,73.52,0.5644722524483134,0.5338983050847458,8.693492300049677
2010,2010082917,puerto rico,2010-08-29,Group Play,200,30,61,11,22,9,18,8,33,12,3,5,12,28,80,L,3,0.4918032786885246,0.5,0.5,68.92,0.5803830528148578,0.5819672131147541,14.829461196243203
2010,2010082918,croatia,2010-08-29,Group Play,201,30,66,11,26,4,4,15,36,10,7,0,13,20,75,W,21,0.45454545454545453,0.4230769230769231,1,67.76,0.5534238488783942,0.5378787878787878,16.097077761267954
2010,2010082918,iran,2010-08-29,Group Play,200,24,64,2,14,4,8,15,31,7,6,3,12,12,54,L,21,0.375,0.14285714285714285,0.5,67.52,0.39988151658767773,0.390625,15.090543259557345
2010,2010082919,china,2010-08-29,Group Play,200,27,62,7,19,22,30,9,40,14,8,2,10,14,83,W,10,0.43548387096774194,0.3684210526315789,0.7333333333333333,75.2,0.5518617021276595,0.49193548387096775,11.737089201877934
2010,2010082919,ivory-coast,2010-08-29,Group Play,200,27,74,10,34,9,14,18,41,14,8,3,12,24,73,L,10,0.36486486486486486,0.29411764705882354,0.6428571428571429,80.16,0.45533932135728544,0.43243243243243246,13.020833333333334
2010,2010082920,new-zealand,2010-08-29,Group Play,200,31,78,12,33,10,15,14,32,19,9,0,15,25,84,L,17,0.3974358974358974,0.36363636363636365,0.6666666666666666,84.6,0.4964539007092199,0.47435897435897434,15.060240963855422
2010,2010082920,spain,2010-08-29,Group Play,200,35,54,10,20,21,25,3,29,24,10,5,14,17,101,W,17,0.6481481481481481,0.5,0.84,65,0.7769230769230769,0.7407407407407407,17.72151898734177
2010,2010082921,russia,2010-08-29,Group Play,201,17,53,9,25,13,17,8,30,12,7,3,12,20,56,L,9,0.32075471698113206,0.36,0.7647058823529411,60.480000000000004,0.4629629629629629,0.4056603773584906,16.556291390728475
2010,2010082921,turkey,2010-08-29,Group Play,200,25,56,9,25,6,11,7,35,11,5,4,11,22,65,W,9,0.44642857142857145,0.36,0.5454545454545454,60.84,0.5341880341880342,0.5267857142857143,15.311804008908686
2010,2010082922,brazil,2010-08-29,Group Play,200,28,61,7,20,17,24,9,30,12,9,0,11,19,80,W,15,0.45901639344262296,0.35,0.7083333333333334,71.56,0.5589714924538849,0.5163934426229508,13.323643410852712
2010,2010082922,tunisia,2010-08-29,Group Play,200,20,54,8,21,17,21,6,26,10,5,6,15,21,65,L,15,0.37037037037037035,0.38095238095238093,0.8095238095238095,63.24,0.5139152435167615,0.4444444444444444,19.17177914110429
2010,2010082923,slovenia,2010-08-29,Group Play,201,24,64,5,24,24,33,6,25,12,6,2,12,22,77,L,22,0.375,0.20833333333333334,0.7272727272727273,78.52,0.4903209373408049,0.4140625,13.256738842244808
2010,2010082923,united states,2010-08-29,Group Play,200,37,71,10,27,15,22,14,50,22,10,5,17,28,99,W,22,0.5211267605633803,0.37037037037037035,0.6818181818181818,80.68,0.613534952900347,0.5915492957746479,17.403767403767404
2010,2010083024,angola,2010-08-30,Group Play,201,27,66,10,26,6,8,10,31,13,3,2,10,18,70,L,21,0.4090909090909091,0.38461538461538464,0.75,69.52,0.5034522439585731,0.48484848484848486,12.575452716297788
2010,2010083024,argentina,2010-08-30,Group Play,200,35,67,5,23,16,17,9,33,17,9,1,5,14,91,W,21,0.5223880597014925,0.21739130434782608,0.9411764705882353,74.48,0.6109022556390977,0.5597014925373134,6.290890790135883
2010,2010083025,brazil,2010-08-30,Group Play,201,27,64,10,28,4,8,8,30,15,11,2,20,19,68,L,2,0.421875,0.35714285714285715,0.5,67.52,0.5035545023696683,0.5,22.851919561243147
2010,2010083025,united states,2010-08-30,Group Play,200,23,55,6,17,18,23,7,35,8,15,3,22,14,70,W,2,0.41818181818181815,0.35294117647058826,0.782608695652174,65.12,0.5374692874692875,0.4727272727272727,25.252525252525253
2010,2010083026,croatia,2010-08-30,Group Play,200,29,56,11,20,15,26,10,25,12,7,2,15,29,84,L,7,0.5178571428571429,0.55,0.5769230769230769,67.44,0.6227758007117438,0.6160714285714286,18.19505094614265
2010,2010083026,slovenia,2010-08-30,Group Play,200,31,56,11,22,18,28,12,33,13,4,0,14,25,91,W,7,0.5535714285714286,0.5,0.6428571428571429,68.32,0.6659836065573771,0.6517857142857143,17.006802721088437
2010,2010083027,australia,2010-08-30,Group Play,200,30,58,12,26,6,9,4,36,17,8,3,12,20,78,W,35,0.5172413793103449,0.46153846153846156,0.6666666666666666,61.96,0.6294383473208521,0.6206896551724138,16.224986479177932
2010,2010083027,germany,2010-08-30,Group Play,200,15,58,8,26,5,11,8,27,6,4,2,16,17,43,L,35,0.25862068965517243,0.3076923076923077,0.45454545454545453,62.84,0.34213876511775937,0.3275862068965517,20.294266869609334
2010,2010083028,iran,2010-08-30,Group Play,200,23,53,7,24,18,23,7,32,8,8,4,18,20,71,W,13,0.4339622641509434,0.2916666666666667,0.782608695652174,63.12,0.5624207858048162,0.5,22.189349112426033
2010,2010083028,tunisia,2010-08-30,Group Play,201,22,62,6,21,8,13,9,28,9,11,2,16,24,58,L,13,0.3548387096774194,0.2857142857142857,0.6153846153846154,67.72,0.4282339043118724,0.4032258064516129,19.111323459149546
2010,2010083029,jordan,2010-08-30,Group Play,200,24,62,5,29,16,25,13,28,11,4,1,15,18,69,L,43,0.3870967741935484,0.1724137931034483,0.64,73,0.4726027397260274,0.4274193548387097,17.045454545454547
2010,2010083029,serbia,2010-08-30,Group Play,201,43,65,10,19,16,19,6,32,28,9,4,9,19,112,W,43,0.6615384615384615,0.5263157894736842,0.8421052631578947,73.36,0.7633587786259542,0.7384615384615385,10.927634774162215
2010,2010083130,canada,2010-08-31,Group Play,200,24,54,6,20,9,14,10,26,9,9,2,13,20,63,L,5,0.4444444444444444,0.3,0.6428571428571429,60.16,0.5236037234042553,0.5,17.76927282668125
2010,2010083130,france,2010-08-31,Group Play,201,24,53,6,19,14,23,9,24,13,10,2,12,16,68,W,5,0.4528301886792453,0.3157894736842105,0.6086956521739131,63.12,0.5386565272496832,0.5094339622641509,15.974440894568689
2010,2010083131,china,2010-08-31,Group Play,200,27,60,9,26,13,18,5,24,13,6,4,10,19,76,L,8,0.45,0.34615384615384615,0.7222222222222222,67.92,0.5594817432273262,0.525,12.833675564681725
2010,2010083131,puerto rico,2010-08-31,Group Play,201,33,69,5,21,13,19,15,38,19,5,2,13,20,84,W,8,0.4782608695652174,0.23809523809523808,0.6842105263157895,77.36,0.5429162357807653,0.5144927536231884,14.38689685701638
2010,2010083132,ivory-coast,2010-08-31,Group Play,200,24,61,2,14,16,21,9,27,8,14,2,12,18,66,L,6,0.39344262295081966,0.14285714285714285,0.7619047619047619,70.24,0.4698177676537586,0.4098360655737705,14.591439688715955
2010,2010083132,russia,2010-08-31,Group Play,200,25,53,7,20,15,20,11,40,16,1,2,20,20,72,W,6,0.4716981132075472,0.35,0.75,61.8,0.5825242718446603,0.5377358490566038,24.449877750611247
2010,2010083133,lebanon,2010-08-31,Group Play,200,24,49,6,15,22,30,10,24,10,6,2,20,20,76,L,32,0.4897959183673469,0.4,0.7333333333333333,62.2,0.6109324758842444,0.5510204081632653,24.330900243309003
2010,2010083133,new zealand,2010-08-31,Group Play,200,40,70,11,24,17,24,13,25,24,11,1,8,26,108,W,32,0.5714285714285714,0.4583333333333333,0.7083333333333334,80.56,0.6703078450844091,0.65,9.033423667570009
2010,2010083134,lithuania,2010-08-31,Group Play,201,27,64,7,22,15,22,13,38,10,8,0,11,25,76,W,3,0.421875,0.3181818181818182,0.6818181818181818,73.68,0.5157437567861021,0.4765625,12.990080302314595
2010,2010083134,spain,2010-08-31,Group Play,200,25,57,8,22,15,23,8,29,13,7,5,13,22,73,L,3,0.43859649122807015,0.36363636363636365,0.6521739130434783,67.12,0.5438021454112038,0.5087719298245614,16.22566150773839
2010,2010083135,greece,2010-08-31,Group Play,200,22,55,10,33,11,17,5,29,16,8,1,9,21,65,L,11,0.4,0.30303030303030304,0.6470588235294118,62.480000000000004,0.5201664532650447,0.4909090909090909,12.590934527140458
2010,2010083135,turkey,2010-08-31,Group Play,200,26,56,12,25,12,19,9,32,17,5,4,11,17,76,W,11,0.4642857142857143,0.48,0.631578947368421,64.36,0.5904288377874456,0.5714285714285714,14.59660297239915
2010,2010090136,angola,2010-09-01,Group Play,225,33,73,10,30,16,26,14,41,10,11,1,15,18,92,W,4,0.4520547945205479,0.3333333333333333,0.6153846153846154,84.44,0.5447655139744197,0.5205479452054794,15.08447304907482
2010,2010090136,germany,2010-09-01,Group Play,226,30,66,18,40,10,15,7,33,17,5,3,20,23,88,L,4,0.45454545454545453,0.45,0.6666666666666666,72.6,0.6060606060606061,0.5909090909090909,21.598272138228943
2010,2010090137,australia,2010-09-01,Group Play,200,28,60,8,22,15,24,5,27,16,9,2,15,20,79,L,15,0.4666666666666667,0.36363636363636365,0.625,70.56,0.5598072562358276,0.5333333333333333,17.53155680224404
2010,2010090137,serbia,2010-09-01,Group Play,200,30,66,14,35,20,23,12,40,11,8,1,16,21,94,W,15,0.45454545454545453,0.4,0.8695652173913043,76.12,0.6174461376773515,0.5606060606060606,17.36864958749457
2010,2010090138,france,2010-09-01,Group Play,200,18,52,7,20,12,19,8,24,11,10,2,17,20,55,L,14,0.34615384615384615,0.35,0.631578947368421,60.36,0.4555997349237906,0.41346153846153844,21.975180972078594
2010,2010090138,lithuania,2010-09-01,Group Play,200,23,49,7,19,16,19,7,27,13,8,5,19,19,69,W,14,0.46938775510204084,0.3684210526315789,0.8421052631578947,57.36,0.6014644351464435,0.5408163265306123,24.882137244630698
2010,2010090139,greece,2010-09-01,Group Play,200,35,69,10,25,17,21,13,44,26,12,2,11,22,97,W,37,0.5072463768115942,0.4,0.8095238095238095,78.24,0.6198875255623723,0.5797101449275363,12.32631107126849
2010,2010090139,ivory coast,2010-09-01,Group Play,200,20,60,5,18,15,27,13,33,10,6,7,15,19,60,L,37,0.3333333333333333,0.2777777777777778,0.5555555555555556,71.88,0.4173622704507513,0.375,17.265193370165747
2010,2010090140,argentina,2010-09-01,Group Play,200,33,67,10,29,12,15,10,34,22,8,2,10,18,88,W,9,0.4925373134328358,0.3448275862068966,0.8,73.6,0.5978260869565218,0.5671641791044776,11.961722488038278
2010,2010090140,jordan,2010-09-01,Group Play,201,29,57,9,23,12,16,6,30,9,7,1,12,15,79,L,9,0.5087719298245614,0.391304347826087,0.75,64.04,0.6168019987507807,0.5877192982456141,15.781167806417674
2010,2010090141,canada,2010-09-01,Group Play,200,22,60,2,12,15,25,10,30,10,8,3,11,20,61,L,10,0.36666666666666664,0.16666666666666666,0.6,71,0.4295774647887324,0.38333333333333336,13.414634146341463
2010,2010090141,new-zealand,2010-09-01,Group Play,200,22,54,9,28,18,22,8,38,13,5,1,17,22,71,W,10,0.4074074074074074,0.32142857142857145,0.8181818181818182,63.68,0.5574748743718593,0.49074074074074076,21.07089737233515
2010,2010090142,puerto-rico,2010-09-01,Group Play,200,28,62,12,29,9,11,7,39,22,3,5,12,21,77,L,2,0.45161290322580644,0.41379310344827586,0.8181818181818182,66.84,0.5760023937761819,0.5483870967741935,15.220700152207002
2010,2010090142,turkey,2010-09-01,Group Play,200,26,63,11,31,16,28,10,33,19,4,2,7,15,79,W,2,0.4126984126984127,0.3548387096774194,0.5714285714285714,75.32,0.524429102496017,0.5,8.503401360544219
2010,2010090143,china,2010-09-01,Group Play,201,26,53,8,15,20,27,6,28,6,5,1,19,20,80,L,9,0.49056603773584906,0.5333333333333333,0.7407407407407407,64.88,0.6165228113440198,0.5660377358490566,22.651406771578447
2010,2010090143,russia,2010-09-01,Group Play,200,31,66,8,18,19,23,11,30,17,9,4,13,24,89,W,9,0.4696969696969697,0.4444444444444444,0.8260869565217391,76.12,0.5846032580136626,0.5303030303030303,14.587073608617594
2010,2010090144,brazil,2010-09-01,Group Play,200,28,61,6,17,15,23,7,22,17,11,0,7,22,77,L,3,0.45901639344262296,0.35294117647058826,0.6521739130434783,71.12,0.5413385826771653,0.5081967213114754,8.960573476702509
2010,2010090144,slovenia,2010-09-01,Group Play,201,29,51,8,22,14,18,5,30,11,3,0,15,24,80,W,3,0.5686274509803921,0.36363636363636365,0.7777777777777778,58.92,0.678886625933469,0.6470588235294118,20.29220779220779
2010,2010090145,lebanon,2010-09-01,Group Play,201,22,61,6,22,7,16,10,28,5,9,1,18,22,57,L,34,0.36065573770491804,0.2727272727272727,0.4375,68.04,0.4188712522045855,0.4098360655737705,20.920502092050206
2010,2010090145,spain,2010-09-01,Group Play,200,33,66,6,26,19,27,12,46,29,12,2,15,19,91,W,34,0.5,0.23076923076923078,0.7037037037037037,77.88,0.5842321520287622,0.5454545454545454,16.149870801033593
2010,2010090146,croatia,2010-09-01,Group Play,200,36,64,9,24,3,3,6,28,23,5,2,12,23,84,W,20,0.5625,0.375,1,65.32,0.6429883649724434,0.6328125,15.519917227108124
2010,2010090146,tunisia,2010-09-01,Group Play,200,20,54,4,19,20,29,11,29,11,7,3,12,9,64,L,20,0.37037037037037035,0.21052631578947367,0.6896551724137931,66.76,0.47932893948472133,0.4074074074074074,15.236160487557134
2010,2010090147,iran,2010-09-01,Group Play,200,15,52,3,21,18,26,8,25,5,10,0,24,16,51,L,37,0.28846153846153844,0.14285714285714285,0.6923076923076923,63.44,0.4019546027742749,0.3173076923076923,27.44739249771272
2010,2010090147,united states,2010-09-01,Group Play,200,37,64,7,17,7,11,9,37,19,13,2,16,19,88,W,37,0.578125,0.4117647058823529,0.6363636363636364,68.84,0.6391632771644392,0.6328125,18.85902876001886
2010,2010090248,angola,2010-09-02,Group Play,200,19,51,5,22,12,18,7,26,8,10,1,19,22,55,L,21,0.37254901960784315,0.22727272727272727,0.6666666666666666,58.92,0.46673455532926,0.4215686274509804,24.383983572895275
2010,2010090248,australia,2010-09-02,Group Play,200,25,59,9,29,17,20,11,38,17,10,2,17,17,76,W,21,0.423728813559322,0.3103448275862069,0.85,67.8,0.56047197640118,0.5,20.047169811320757
2010,2010090249,canada,2010-09-02,Group Play,200,20,65,8,20,19,25,8,28,7,9,1,9,15,67,L,22,0.3076923076923077,0.4,0.76,76,0.4407894736842105,0.36923076923076925,10.588235294117647
2010,2010090249,spain,2010-09-02,Group Play,200,33,63,8,24,15,19,11,47,22,3,9,17,21,89,W,22,0.5238095238095238,0.3333333333333333,0.7894736842105263,71.36,0.6235986547085202,0.5873015873015873,19.23947487550928
2010,2010090250,china,2010-09-02,Group Play,200,17,63,6,26,0,1,10,28,9,6,4,22,16,40,L,47,0.2698412698412698,0.23076923076923078,0,63.44,0.31525851197982346,0.31746031746031744,25.749063670411985
2010,2010090250,turkey,2010-09-02,Group Play,201,36,62,8,22,7,17,11,42,22,13,8,16,11,87,W,47,0.5806451612903226,0.36363636363636365,0.4117647058823529,69.48,0.6260794473229706,0.6451612903225806,18.7178287318671
2010,2010090251,brazil,2010-09-02,Group Play,200,29,53,10,19,24,29,6,35,16,3,5,11,21,92,W,18,0.5471698113207547,0.5263157894736842,0.8275862068965517,65.76,0.6995133819951338,0.6415094339622641,14.330380406461698
2010,2010090251,croatia,2010-09-02,Group Play,201,25,67,7,23,17,23,12,25,9,7,1,6,24,74,L,18,0.373134328358209,0.30434782608695654,0.7391304347826086,77.12,0.4797717842323651,0.4253731343283582,7.218479307025986
2010,2010090252,france,2010-09-02,Group Play,200,21,53,6,17,22,29,9,33,11,2,4,14,20,70,L,12,0.39622641509433965,0.35294117647058826,0.7586206896551724,65.76,0.5322384428223844,0.4528301886792453,17.552657973921765
2010,2010090252,new zealand,2010-09-02,Group Play,201,27,60,14,32,14,20,4,25,17,5,1,11,25,82,W,12,0.45,0.4375,0.7,68.8,0.5959302325581396,0.5666666666666667,13.784461152882207
2010,2010090253,germany,2010-09-02,Group Play,201,31,57,7,18,22,24,5,34,15,3,3,10,19,91,W,21,0.543859649122807,0.3888888888888889,0.9166666666666666,67.56,0.6734754292480758,0.6052631578947368,12.893243940175347
